"name","year_start","year_end","years_tot","birth_date","position","height","weight","college"
"Latrell Sprewell",1993,2005,13,1970-09-08,"G",77,190,"University of Alabama"
"Larry Spriggs",1982,1986,5,1959-09-08,"F",79,230,"Howard University"
"Jim Springer",1949,1949,1,1926-06-17,"C",81,235,"No College"
"Jim Spruill",1949,1949,1,1923-02-26,"G",74,225,"Rice University"
"Ryan Stack",1999,2000,2,1975-07-24,"F",83,215,"University of South Carolina"
"Jerry Stackhouse",1996,2013,18,1974-11-05,"G-F",78,218,"University of North Carolina"
"Kevin Stacom",1975,1982,8,1951-09-04,"G",75,185,"Providence College"
"Erv Staggs",1970,1970,1,,"F-G",78,195,"Cheyney University of Pennsylvania"
"Bud Stallworth",1973,1977,5,1950-01-18,"F-G",77,190,"University of Kansas"
"Dave Stallworth",1966,1975,10,1941-12-20,"F-C",79,200,"Wichita State University"
"Ed Stanczak",1950,1951,2,1921-08-15,"F",73,185,"No College"
"Terence Stansbury",1985,1987,3,1961-02-27,"G",77,170,"Temple University"
"John Starks",1989,2002,14,1965-08-10,"G",75,180,"Oklahoma State University"
"Keith Starr",1977,1977,1,1954-03-14,"G-F",78,190,"University of Pittsburgh"
"Nik Stauskas",2015,2018,4,1993-10-07,"G",78,205,"University of Michigan"
"Larry Staverman",1959,1964,6,1936-10-11,"F",79,205,"Thomas More College"
"Larry Steele",1972,1980,9,1949-05-05,"G-F",77,180,"University of Kentucky"
"Matt Steigenga",1997,1997,1,1970-03-27,"F",79,225,"Michigan State University"
"Vladimir Stepania",1999,2004,6,1976-05-08,"C",84,236,"No College"
"D.J. Stephens",2014,2014,1,1990-12-19,"G-F",77,188,"University of Memphis"
"Everette Stephens",1989,1991,3,1966-10-21,"G",74,175,"Purdue University"
"Jack Stephens",1956,1956,1,1933-05-18,"G-F",75,185,"University of Notre Dame"
"Joe Stephens",1997,2000,4,1973-01-28,"F",79,210,"University of Arkansas at Little Rock"
"Lance Stephenson",2011,2018,8,1990-09-05,"G-F",77,230,"University of Cincinnati"
"Alex Stepheson",2016,2016,1,1987-08-07,"F",82,270,"University of Southern California"
"Brook Steppe",1983,1989,7,1959-11-07,"G-F",77,195,"Georgia Institute of Technology"
"Barry Stevens",1993,1993,1,1963-01-17,"G-F",77,195,"Iowa State University"
"Wayne Stevens",1960,1960,1,1936-06-19,"F",75,185,"University of Cincinnati"
"DeShawn Stevenson",2001,2013,13,1981-04-03,"G",77,210,"No College"
"Dennis Stewart",1971,1971,1,1947-04-11,"F",78,220,"University of Michigan"
"Kebu Stewart",1998,1998,1,1973-12-19,"F",80,239,"California State University, Bakersfield"
"Larry Stewart",1992,1997,6,1968-09-21,"F",80,220,"Coppin State University"
"Michael Stewart",1998,2005,8,1975-04-25,"C",82,230,"University of California"
"Norm Stewart",1957,1957,1,1935-01-20,"F",77,205,"University of Missouri"
"Greg Stiemsma",2012,2015,4,1985-09-26,"C",83,260,"University of Wisconsin"
"Steve Stipanovich",1984,1988,5,1960-11-17,"C",83,245,"University of Missouri"
"Bryant Stith",1993,2002,10,1970-12-10,"G",77,208,"University of Virginia"
"Sam Stith",1962,1962,1,1937-07-22,"G",74,185,"St. Bonaventure University"
"Tom Stith",1963,1963,1,1939-01-21,"F",77,210,"St. Bonaventure University"
"Alex Stivrins",1986,1993,8,1962-11-29,"F",80,220,"University of Colorado"
"David Stockton",2015,2015,1,1991-06-24,"G",71,165,"Gonzaga University"
"John Stockton",1985,2003,19,1962-03-26,"G",73,170,"Gonzaga University"
"Peja Stojakovic",1999,2011,13,1977-06-09,"F-G",81,220,"No College"
"Ed Stokes",1998,1998,1,1971-09-03,"C",84,264,"University of Arizona"
"Greg Stokes",1986,1990,5,1963-08-05,"F-C",82,220,"University of Iowa"
"Jarnell Stokes",2015,2017,3,1994-01-07,"F-C",81,263,"University of Tennessee"
"Maurice Stokes",1956,1958,3,1933-06-17,"F-C",79,232,"Saint Francis University"
"Art Stolkey",1947,1947,1,1920-10-23,"G",73,180,"University of Detroit Mercy"
"Randy Stoll",1968,1968,1,,"C",79,235,"Washington State University"
"Diamond Stone",2017,2017,1,1997-02-10,"C",83,255,"University of Maryland"
"George Stone",1969,1972,4,1946-02-09,"F",79,195,"Marshall University"
"Julyan Stone",2012,2018,7,1988-12-07,"G",78,200,"University of Texas at El Paso"
"Awvee Storey",2005,2008,4,1977-04-18,"G-F",78,222,"Arizona State University"
"Damon Stoudamire",1996,2008,13,1973-09-03,"G",70,171,"University of Arizona"
"Salim Stoudamire",2006,2008,3,1982-10-11,"G",73,179,"University of Arizona"
"Amar'e Stoudemire",2003,2016,14,1982-11-16,"F-C",82,245,"No College"
"Paul Stovall",1973,1974,2,1948-08-16,"F",76,215,"Arizona State University"
"D.J. Strawberry",2008,2008,1,1985-06-15,"G",77,201,"University of Maryland"
"Joe Strawder",1966,1968,3,1940-09-21,"C",82,235,"Bradley University"
"Bill Stricker",1971,1971,1,1948-01-22,"F",81,210,"University of the Pacific"
"Erick Strickland",1997,2005,9,1973-11-25,"G",75,210,"University of Nebraska"
"Mark Strickland",1995,2003,9,1970-07-14,"F",81,210,"Temple University"
"Rod Strickland",1989,2005,17,1966-07-11,"G",75,175,"DePaul University"
"Roger Strickland",1964,1964,1,1940-09-04,"F",77,200,"Jacksonville University"
"John Stroeder",1988,1989,2,1958-07-24,"F",82,260,"University of Montana"
"Derek Strong",1992,2001,10,1968-02-09,"F",80,220,"Xavier University"
"Lamont Strothers",1992,1993,2,1968-05-10,"G",76,190,"Christopher Newport University"
"John Stroud",1981,1981,1,1957-10-29,"F",79,215,"University of Mississippi"
"Red Stroud",1968,1968,1,1941-05-02,"G",72,160,"Mississippi State University"
"Rodney Stuckey",2008,2017,10,1986-04-21,"G",77,210,"Eastern Washington University"
"Gene Stump",1948,1950,3,1923-11-13,"F-G",74,185,"DePaul University"
"Stan Stutz",1947,1949,3,1920-04-14,"G-F",70,170,"University of Rhode Island"
"Gary Suiter",1971,1971,1,1945-01-18,"C-F",81,225,"Midwestern State University"
"Jared Sullinger",2013,2017,5,1992-03-04,"F",81,260,"Ohio State University"
"DaJuan Summers",2010,2013,4,1988-01-24,"F",80,230,"Georgetown University"
"Barry Sumpter",1989,1989,1,1965-11-11,"F-C",83,215,"Austin Peay State University"
"Don Sunderlage",1954,1955,2,1929-12-20,"G",73,180,"University of Illinois at Urbana-Champaign"
"Bruno Sundov",1999,2005,7,1980-02-10,"C",86,220,"No College"
"Jon Sundvold",1984,1992,9,1961-07-02,"G",74,170,"University of Missouri"
"Bob Sura",1996,2005,10,1973-03-25,"G",77,200,"Florida State University"
"Dick Surhoff",1953,1954,2,1929-11-16,"F",76,210,"Long Island University"
"George Sutor",1968,1970,3,1943-09-14,"C",80,235,"La Salle University"
"Dane Suttle",1984,1985,2,1961-08-09,"G",75,190,"Pepperdine University"
"Greg Sutton",1992,1996,5,1967-12-03,"G",74,170,"Oral Roberts University"
"Keith Swagerty",1969,1970,2,1945-10-30,"F",79,235,"University of the Pacific"
"Bennie Swain",1959,1959,1,1933-12-16,"F",80,220,"Texas Southern University"
"Caleb Swanigan",2018,2018,1,1997-04-18,"F",80,250,"Purdue University"
"Norm Swanson",1954,1954,1,1930-10-04,"F",78,210,"University of Detroit Mercy"
"Dan Swartz",1963,1963,1,1934-12-23,"F",76,215,"Morehead State University"
"Mike Sweetney",2004,2007,4,1982-10-25,"F",80,275,"Georgetown University"
"Robert Swift",2005,2009,5,1985-12-03,"C",84,245,"No College"
"Skeeter Swift",1970,1974,5,1946-06-19,"G",75,204,"East Tennessee State University"
"Stromile Swift",2001,2009,9,1979-11-21,"F",81,225,"Louisiana State University"
"Aaron Swinson",1995,1995,1,1971-01-09,"F",77,230,"Auburn University"
"Pape Sy",2011,2011,1,1988-04-05,"F",79,225,"No College"
"Buck Sydnor",1947,1947,1,1921-09-19,"G",70,175,"Western Kentucky University"
"Larry Sykes",1996,1996,1,1973-04-11,"F",81,255,"Xavier University"
"Brett Szabo",1997,1997,1,1968-02-01,"C",83,230,"Augustana College (SD)"
"Wally Szczerbiak",2000,2009,10,1977-03-05,"F",79,244,"Miami University"
"Walt Szczerbiak",1972,1972,1,1949-08-21,"F",78,210,"George Washington University"
"Zan Tabak",1995,2001,7,1970-06-15,"C",84,245,"No College"
"Yuta Tabuse",2005,2005,1,1980-10-05,"G",69,165,"Brigham Young University Hawaii"
"Chris Taft",2006,2006,1,1985-03-10,"F",82,260,"University of Pittsburgh"
"Sid Tanenbaum",1948,1949,2,1925-10-08,"G",72,160,"New York University"
"Dragan Tarlac",2001,2001,1,1973-05-09,"C",82,260,"No College"
"Roy Tarpley",1987,1995,9,1964-11-28,"C-F",83,230,"University of Michigan"
"Levern Tart",1968,1971,4,1942-06-01,"G-F",74,195,"Bradley University"
"Earl Tatum",1977,1980,4,1953-07-26,"G-F",77,185,"Marquette University"
"Jayson Tatum",2018,2018,1,1998-03-03,"F",80,205,"Duke University"
"Edy Tavares",2016,2017,2,1992-03-22,"C",87,260,"No College"
"Anthony Taylor",1989,1989,1,1965-11-30,"G",76,175,"University of Oregon"
"Brian Taylor",1973,1982,10,1951-06-09,"G",74,185,"Princeton University"
"Donell Taylor",2006,2007,2,1982-07-26,"G",78,180,"University of Alabama at Birmingham"
"Fatty Taylor",1970,1977,8,1946-03-13,"G",72,175,"La Salle University"
"Fred Taylor",1971,1972,2,1948-02-05,"G-F",77,180,"University of Texas-Pan American"
"Isaiah Taylor",2017,2018,2,1994-07-11,"G",75,170,"University of Texas at Austin"
"Jay Taylor",1990,1990,1,1967-10-03,"G",75,190,"Eastern Illinois University"
"Jeff Taylor",1983,1987,5,1960-01-01,"G",76,175,"Texas Tech University"
"Jeffery Taylor",2013,2015,3,1989-05-23,"F",79,225,"Vanderbilt University"
"Jermaine Taylor",2010,2011,2,1986-12-08,"G",76,210,"University of Central Florida"
"Johnny Taylor",1998,2000,3,1974-06-04,"F",81,220,"University of Tennessee at Chattanooga"
"Leonard Taylor",1990,1990,1,1966-05-02,"F",80,220,"University of California"
"Maurice Taylor",1998,2007,10,1976-10-30,"F",81,260,"University of Michigan"
"Mike Taylor",2009,2009,1,1986-01-21,"G",74,165,"Iowa State University"
"Oliver Taylor",1971,1974,4,1947-03-07,"G-F",74,194,"University of Houston"
"Ronald Taylor",1970,1972,3,1947-11-21,"C",85,265,"University of Southern California"
"Tyshawn Taylor",2013,2014,2,1990-04-12,"G",75,185,"University of Kansas"
"Vince Taylor",1983,1983,1,1960-09-11,"G-F",77,180,"Duke University"
"Terry Teagle",1983,1993,11,1960-04-10,"F-G",77,195,"Baylor University"
"Jeff Teague",2010,2018,9,1988-06-10,"G",74,186,"Wake Forest University"
"Marquis Teague",2013,2014,2,1993-02-28,"G",74,189,"University of Kentucky"
"Mirza Teletovic",2013,2018,6,1985-09-18,"F",81,242,"No College"
"Sebastian Telfair",2005,2015,11,1985-06-09,"G",72,165,"No College"
"Collis Temple",1975,1975,1,1952-11-08,"F",80,220,"Louisiana State University"
"Garrett Temple",2010,2018,9,1986-05-08,"G",78,195,"Louisiana State University"
"Milos Teodosic",2018,2018,1,1987-03-19,"G",77,196,"No College"
"Ira Terrell",1977,1979,3,1954-06-19,"F-C",80,200,"Southern Methodist University"
"Carlos Terry",1981,1983,3,1956-06-22,"G-F",77,210,"Winston-Salem State University"
"Chuck Terry",1973,1977,5,1950-09-27,"F",78,215,"California State University, Long Beach"
"Claude Terry",1973,1978,6,1950-01-12,"G-F",76,195,"Stanford University"
"Jason Terry",2000,2018,19,1977-09-15,"G",74,185,"University of Arizona"
"Hasheem Thabeet",2010,2014,5,1987-02-16,"C",87,263,"University of Connecticut"
"Tom Thacker",1964,1971,8,1939-11-02,"G-F",74,170,"University of Cincinnati"
"Floyd Theard",1970,1970,1,1944-09-05,"G",73,170,"Kentucky State University"
"Daniel Theis",2018,2018,1,1992-04-04,"C",81,215,"No College"
"Reggie Theus",1979,1991,13,1957-10-13,"G",79,190,"University of Nevada, Las Vegas"
"Peter Thibeaux",1985,1986,2,1961-10-03,"F",79,210,"Saint Mary's College of California"
"Bill Thieben",1957,1958,2,1935-03-28,"F-C",79,215,"Hofstra University"
"Justus Thigpen",1970,1974,5,1947-08-13,"G",73,160,"Weber State University"
"David Thirdkill",1983,1987,5,1960-04-12,"F-G",79,195,"Bradley University"
"Adonis Thomas",2014,2014,1,1993-03-25,"F",79,200,"University of Memphis"
"Billy Thomas",2005,2008,4,1975-12-23,"G",76,208,"University of Kansas"
"Carl Thomas",1992,1998,7,1969-10-03,"G",76,175,"Eastern Michigan University"
"Charles Thomas",1992,1992,1,1969-10-03,"G",75,175,"Eastern Michigan University"
"Etan Thomas",2002,2011,10,1978-04-01,"F",81,256,"Syracuse University"
"Irving Thomas",1991,1991,1,1966-01-02,"F",80,225,"Florida State University"
"Isaiah Thomas",2012,2017,6,1989-02-07,"G",69,185,"University of Washington"
"Isiah Thomas",1982,1994,13,1961-04-30,"G",73,180,"Indiana University"
"Jamel Thomas",2000,2001,2,1973-03-25,"F",78,215,"Providence College"
"James Thomas",2005,2006,2,1980-11-22,"F",80,235,"University of Texas at Austin"
"Jim Thomas",1984,1991,8,1960-10-19,"G",75,190,"Indiana University"
"Joe Thomas",1971,1971,1,1948-03-09,"F",78,205,"Marquette University"
"John Thomas",1998,2006,9,1975-09-08,"F",81,265,"University of Minnesota"
"Kenny Thomas",2000,2010,11,1977-07-25,"F",79,261,"University of New Mexico"
"Kurt Thomas",1996,2013,18,1972-10-04,"F",81,230,"Texas Christian University"
"Lance Thomas",2012,2018,7,1988-04-24,"F",80,235,"Duke University"
"Malcolm Thomas",2012,2015,4,1988-11-08,"F",81,225,"San Diego State University"
"Ronald Thomas",1973,1976,4,1950-11-19,"F",78,215,"University of Louisville"
"Terry Thomas",1976,1976,1,1953-08-20,"F",80,220,"University of Detroit Mercy"
"Tim Thomas",1998,2010,13,1977-02-26,"F",82,230,"Villanova University"
"Tyrus Thomas",2007,2015,9,1986-08-17,"F",81,215,"Louisiana State University"
"Willis Thomas",1968,1968,1,,"G",74,185,"Tennessee State University"
"Trey Thompkins",2012,2012,1,1990-05-20,"F",82,245,"University of Georgia"
"Bernard Thompson",1985,1989,5,1962-08-30,"F-G",78,210,"California State University, Fresno"
"Billy Thompson",1987,1992,6,1963-12-01,"F",79,195,"University of Louisville"
"Brooks Thompson",1995,1998,4,1970-07-19,"G",76,193,"Oklahoma State University"
"Corny Thompson",1983,1983,1,1960-02-05,"F",80,225,"University of Connecticut"
"David Thompson",1976,1984,9,1954-07-13,"G-F",76,195,"North Carolina State University"
"Dijon Thompson",2006,2007,2,1983-02-23,"G-F",79,195,"University of California, Los Angeles"
"George Thompson",1970,1975,6,1947-11-29,"G",74,200,"Marquette University"
"Hollis Thompson",2014,2017,4,1991-04-03,"G-F",80,206,"Georgetown University"
"Jack Thompson",1969,1969,1,1946-03-26,"G",73,185,"University of South Carolina"
"Jason Thompson",2009,2016,8,1986-07-21,"F-C",83,250,"Rider University"
"John Thompson",1965,1966,2,1941-09-02,"F",82,225,"Providence College"
"Kevin Thompson",1994,1994,1,1971-02-07,"C-F",83,260,"North Carolina State University"
"Klay Thompson",2012,2018,7,1990-02-08,"G-F",79,215,"Washington State University"
"LaSalle Thompson",1983,1997,15,1961-06-23,"C-F",82,245,"University of Texas at Austin"
"Mychal Thompson",1979,1991,13,1955-01-30,"C-F",82,226,"University of Minnesota"
"Mychel Thompson",2012,2012,1,1988-06-01,"G",78,211,"Pepperdine University"
"Paul Thompson",1984,1986,3,1961-05-25,"G-F",78,210,"Tulane University"
"Stephen Thompson",1992,1992,1,1968-12-02,"G",76,185,"Syracuse University"
"Tristan Thompson",2012,2018,7,1991-03-13,"F-C",81,238,"University of Texas at Austin"
"Skip Thoren",1968,1970,3,1943-04-05,"C",82,230,"University of Illinois at Urbana-Champaign"
"Rod Thorn",1964,1971,8,1941-05-23,"G",76,195,"West Virginia University"
"Al Thornton",2008,2011,4,1983-12-07,"F",80,220,"Florida State University"
"Bob Thornton",1986,1996,11,1962-07-10,"F-C",82,225,"University of California, Irvine"
"Dallas Thornton",1969,1970,2,1946-09-01,"G",76,190,"Kentucky Wesleyan College"
"Marcus Thornton",2010,2017,8,1987-06-05,"G",76,205,"Louisiana State University"
"Sindarius Thornwell",2018,2018,1,1994-11-15,"G",77,212,"University of South Carolina"
"Otis Thorpe",1985,2001,17,1962-08-05,"F-C",81,225,"Providence College"
"Sedale Threatt",1984,1997,14,1961-09-10,"G",74,175,"West Virginia University Institute of Technology"
"Nate Thurmond",1964,1977,14,1941-07-25,"C-F",83,225,"Bowling Green State University"
"Mel Thurston",1948,1948,1,1919-01-16,"G",72,175,"Canisius College"
"Hal Tidrick",1949,1949,1,1915-08-04,"F-G",73,190,"Washington & Jefferson College"
"Dan Tieman",1963,1963,1,1940-11-30,"G",72,185,"Thomas More College"
"Darren Tillis",1983,1984,2,1960-02-23,"C-F",83,215,"Cleveland State University"
"Jack Tingle",1948,1949,2,1924-12-30,"F",76,205,"University of Kentucky"
"George Tinsley",1970,1972,3,1946-09-19,"F",77,205,"Kentucky Wesleyan College"
"Jamaal Tinsley",2002,2014,13,1978-02-28,"G",75,195,"Iowa State University"
"Wayman Tisdale",1986,1997,12,1964-06-09,"F-C",81,240,"University of Oklahoma"
"Mike Tobey",2017,2017,1,1994-10-10,"C",84,260,"University of Virginia"
"Mike Todorovich",1950,1951,2,1923-06-11,"F-C",77,220,"University of Wyoming"
"Ray Tolbert",1982,1989,8,1958-09-10,"F",81,225,"Indiana University"
"Tom Tolbert",1989,1995,7,1965-10-16,"F-C",79,235,"University of Arizona"
"Anthony Tolliver",2009,2018,10,1985-06-01,"F-C",80,240,"Creighton University"
"Dean Tolson",1975,1978,4,1951-11-25,"F",80,190,"University of Arkansas"
"Rudy Tomjanovich",1971,1981,11,1948-11-24,"F",80,218,"University of Michigan"
"Andrew Toney",1981,1988,8,1957-11-23,"G",75,178,"University of Louisiana at Lafayette"
"Sedric Toney",1986,1994,9,1962-04-13,"G",74,178,"University of Dayton"
"Andy Tonkovich",1949,1949,1,1922-11-01,"G",73,185,"Marshall University"
"Andy Toolson",1991,1996,6,1966-01-19,"G-F",78,210,"Brigham Young University"
"Jack Toomay",1948,1950,3,1922-08-09,"C-F",78,215,"University of the Pacific"
"Bernard Toone",1980,1980,1,1956-07-14,"F",81,210,"Marquette University"
"Irv Torgoff",1947,1949,3,1917-03-06,"F",74,192,"Long Island University"
"Gene Tormohlen",1963,1970,8,1937-05-12,"C-F",80,230,"University of Tennessee"
"Oscar Torres",2002,2003,2,1976-12-18,"F",78,210,"No College"
"Bill Tosheff",1952,1954,3,1926-06-02,"G",73,175,"Indiana University"
"Bob Tough",1949,1950,2,1920-08-28,"G-F",72,185,"St. John's University"
"Axel Toupane",2016,2017,2,1992-07-23,"G-F",79,197,"No College"
"Monte Towe",1976,1977,2,1953-09-27,"G",67,150,"North Carolina State University"
"Keith Tower",1994,1997,4,1970-05-15,"C-F",83,250,"University of Notre Dame"
"Blackie Towery",1949,1950,2,1920-06-20,"F-C",76,210,"Western Kentucky University"
"Linton Townes",1983,1985,3,1959-11-30,"F-G",79,190,"James Madison University"
"Karl-Anthony Towns",2016,2018,3,1995-11-15,"C-F",84,244,"University of Kentucky"
"Raymond Townsend",1979,1982,4,1955-12-20,"G",75,175,"University of California, Los Angeles"
"George Trapp",1972,1977,6,1948-07-11,"F-C",80,205,"California State University, Long Beach"
"John Trapp",1969,1973,5,1945-10-02,"F",79,210,"University of Nevada, Las Vegas"
"Robert Traylor",1999,2005,7,1977-02-01,"F",80,284,"University of Michigan"
"Gary Trent",1996,2004,9,1974-09-22,"F",80,250,"Ohio University"
"Jeff Trepagnier",2002,2004,3,1979-07-11,"G",76,200,"University of Southern California"
"John Tresvant",1965,1973,9,1939-11-06,"F-C",79,215,"Seattle University"
"Dick Triptow",1949,1950,2,1922-11-03,"G-F",72,170,"DePaul University"
"Kelly Tripucka",1982,1991,10,1959-02-16,"F-G",78,220,"University of Notre Dame"
"Ansley Truitt",1973,1973,1,1950-08-24,"C",81,215,"University of California"
"Cezary Trybanski",2003,2004,2,1979-09-22,"C",86,240,"No College"
"Jake Tsakalidis",2001,2007,7,1979-06-10,"C",86,285,"No College"
"John Tschogl",1973,1975,3,1950-04-25,"F",78,206,"University of California, Santa Barbara"
